1	﻿怎么更改花呗手机号码	我的花呗是以前的手机号码，怎么更改成现在的支付宝的号码手机号	1
2	也开不了花呗，就这样了？完事了	真的嘛？就是花呗付款	0
3	花呗冻结以后还能开通吗	我的条件可以开通花呗借款吗	0
4	如何得知关闭借呗	想永久关闭借呗	0
5	花呗扫码付钱	二维码扫描可以用花呗吗	0
6	花呗逾期后不能分期吗	我这个 逾期后还完了 最低还款 后 能分期吗	0
7	花呗分期清空	花呗分期查询	0
8	借呗逾期短信通知	如何购买花呗短信通知	0
9	借呗即将到期要还的账单还能分期吗	借呗要分期还，是吗	0
10	花呗为什么不能支付手机交易	花呗透支了为什么不可以继续用了	0
11	在吗，双***有临时花呗额度吗	花呗临时额度到时间怎么办	0
12	我什么时候开通了花呗	查我什么时候用过，花呗	0
13	花呗每月还了最低还款后还会有万分之五的利息吗	花呗每个月最低还款怎么算	0
14	我想用蚂蚁借呗怎么用不了	蚂蚁借呗设置了一次性还款，现在想分期还款，怎么操作	0
15	花呗也不能用了	花呗没用过	0
16	花呗的安全没有验证成功	花呗安全验证没通过怎么回事	1
17	我开通不了借呗	我要申请借呗	0
18	借呗还款了，额度未恢复	借呗还款后额度没有恢复还显示借款	1
19	就是我花呗忘记还款了。逾期一天。有事吗	花呗账单在到期当天还款是逾期吗	0
20	我问你我借呗怎么要还钱	怎么一次性还蚂蚁借呗	0
21	是否有花呗就不可以借呗	不实用花呗就没有借呗吗	0
22	闲鱼可以使用花呗吗	花呗可以在闲鱼上面交易吗	1
23	花呗可以买手机吗	花呗逾期一天可以么	0
24	借呗每月还款时间	借呗多少天还款	0
25	花呗更改绑定银行卡	如何更换花呗绑定银行卡	1
26	人脸验证开通花呗	花呗怎么验证	0
27	借呗可以提前还第一期吗	蚂蚁借呗借款可以提前一次性还清吗	0
28	花呗付款成功为何美团显示支付超时	美团订单没显示付款成功但是花呗显示付了三遍订单	0
29	花呗我已经还了，现在要还借呗	我上个月已经还过的一笔，现在退回来的钱怎么还直接退回花呗	0
30	国外账户可以开通借呗吗	借呗逾期还能开通吗	0
31	但是我银行卡支付的为什么退回花呗	我这件衣服钱款为什么退回花呗	0
32	花呗***期免息	蚂蚁花呗***期免息什么意思	1
33	已经还了，借呗还能用吗	借呗逾期后还能借款吗	0
34	开通花呗不用的话会有费用吗	开通花呗不用，会不会产生费用	1
35	花呗怎样邀请好友	邀请好友开通借吧怎样邀请的	0
36	我没有这个蚂蚁借呗	我的蚂蚁借呗用不了了怎么回事？没有逾期	0
37	我昨天欠借呗多少钱	我的借呗欠了多少钱	0
38	为什么我不能开通花呗	开通花呗提示安全不通过	0
39	借呗提额输入密码了怎么还没提额	借呗提额还需要输入支付密码吗	0
40	我没给自己用花呗充话费，怎么自动充	这几天用花呗交了三次话费都没充上 怎么回事	0
41	花呗付款后，扣款成功为什么显示未支付	支付宝花呗扣款，商家显示未扣款	0
42	我蚂蚁借呗放款没有到账	借呗还款为什么没有到帐	1
43	上个月都用花呗，这个月也还款了，怎么还不能提额？是不是每个月都要用了一定的额度，才能提额	这个钱是***月的，退款之前我已经还清花呗了，现在不知怎么才能使用，现在买东西，花呗都是在我额度***里面扣的	0
44	开通花呗收款后，符合什么条件的商家或买家才可以使用花呗交易	我是商家，我已经申请了开通蚂蚁花呗和信用卡收款，为什么还是不可以	0
45	信用度多少才能用花呗	蚂蚁花呗多少积分才可以用	0
46	刚消费的，扣卡里的钱，没扣花呗的钱，怎么回事	我银行里有钱，怎么证明是花呗付的款	0
47	如何在花呗删除账单记录	花呗为什么说删除交易记录	0
48	花呗怎么付款不鸟了	帮忙看一下我花呗怎么用不了	1
49	为什么我的花呗一直没调	为什么我的花呗没有分期的功能	0
50	花呗临时额度可以分期还吗	临时额度和实际额度可以按一个账单一起分期还款吗	0
51	为啥我花呗叫话费都交不了	花呗暂时不能交话费 还是以后都不可以了	0
52	能用花呗收款收顾客的钱吗	私企可以花呗收款吗	0
53	蚂蚁借呗可以延长分期	可以晚***天还蚂蚁借呗吗	0
54	没有借呗怎么开通借呗	有没有什么办法可以自己开通蚂蚁借呗	0
55	商家二维码怎么开通花呗支付宝	怎么说不支持花呗开通商户	0
56	她的花呗已经逾期了	我的花呗逾期了 我现在一次性还完了	0
57	在支付宝找不到花呗	可我在支付宝花呗里没看到进账	0
58	支付宝花呗分期还款怎么提前还清	蚂蚁花呗分期付款可以全部提前还款吗	1
59	注销了一个花呗账号，新账号是否还能再开通花呗了	把以前的帐号注销，现在这个能开通花呗吗	1
60	花呗账单还没出，想提前还了怎么还	提前还花呗部分	0
61	被封的借呗什么时候恢复	求求你把我的借呗恢复	0
62	为何蚂蚁借呗不能使用了	我的借呗***年能有***年怎么不能用了	1
63	帮我开通蚂蚁花呗零时额度	里可以看到我花呗的临时额度	0
64	用了这么久的支付宝也不给开通借呗，哼	我用支付宝三四年了也不见给我开通借呗	1
65	花呗体验额度咋老这那	花呗体验额度最多是多少	0
66	借呗还款额度限制	还借呗余额限额	0
67	蚂蚁借呗的额度为什么会下降	为什么借呗额度被降低了，没有不良记录	1
68	花呗最低还款和花呗分期	花呗分期支持最低还款嘛	0
69	花呗开通年级	开通花呗添加银行卡	0
70	我想开通信用卡和花呗的收款码	我的蚂蚁花呗为什么不能开通吗	0
71	我花呗额度能不能给我调高点	为什么我的花呗的额度不升	0
72	花呗之前绑定的手机号码现在没用了，怎么解绑	花呗绑定的是另一个号码，蜜码和帐号忘记了，手机号码也注消了，怎么办	0
73	花呗线下还款是什么	花呗主动还款操作	0
74	我***月份花呗消费是***元，怎么要我还***元	我原本这个月总的花呗需要还***元，我还了一次***，又还了一个***，剩余的应该是***，为何现在的是***，应还额度为何莫名的多了***	1
75	用花呗刷卡可以吗	能用花呗扫一扫付款吗	0
76	花呗分期卖家手续费	花呗付款如何分期	0
77	花呗自动余额宝还款	缴纳电费 花呗自动扣款了，然后余额宝也扣款了	0
78	我的 借呗 在哪儿	借呗的qq	0
79	我的花呗没有绑定银行卡怎么还款	我还没有绑定银行卡，我花了花呗的钱，如果要还款的话要绑定银行卡才可以是吧	0
80	为什么双十二没有花呗零时额度	双***花呗有木有临时额度	0
81	借呗有晚一天还有没有逾期呀	借呗有逾期么	0
82	双***零时花呗额度	我要申请花呗临时额度	0
83	付款方式添加花呗怎么添加	怎样退出花呗付费方式	0
84	使用花呗支付会有短信提醒吗	***月***日的***元花呗没有支付提醒	0
85	借呗能提款不	借呗可以提款装修房子吗	0
86	我的花呗怎么不能用这个月还没有给我额度	花呗还款之后怎么额度没有了	0
87	付款金额多少可以使用花呗	花呗提额***到多少	0
88	怎么花呗不能支付	花呗付款不了怎么回事	1
89	花呗到还款日期还不了会怎么样	花呗现在为什么还不能还款	0
90	为什么我的收钱码打不开花呗收钱	我今天申请了花呗收款己通过，为什么不能使用花呗收款	0
91	我满足开通借呗的条件吗	我想咨询，为什么不能满足借呗条件	0
92	怎么感觉蚂蚁花呗钱越还欠的越多	我的花呗这怎么会欠你们这么多钱，请给我解释一下	0
93	借呗可以一次结清吗	借呗可以一年后再还吗	0
94	办理花呗分期后可以提前还清账单吗？利息高吗	提前还花呗要利息	0
95	花呗有退运费的	花呗的运费险退回哪	0
96	我前天 用了花呗，今天能够还款不，怎么还款	我用了蚂蚁花呗***元钱，不知道怎么还	0
97	找不到花呗	我的淘宝花呗怎么找不到	0
98	我绑定的银行卡还不上借呗	为啥我的花呗不能绑银行卡	0
99	我的花呗收不了款	我是厂家，人家用花呗付款，就是付***了，付不了	0
100	花呗支付可以使用购物津贴吗	使用购物津贴的费用可以用花呗吗	1
101	花呗还款有利息没	花呗还钱涨利息吗	0
102	为什么每个人的借呗日息不一样	为什么借呗利息有的高有的底	1
103	花呗服务怎么还款	我想还款，还花呗的钱	0
104	有的人不用花呗有***万的额度	花呗额度用完了	0
105	借呗还款余额有限额	蚂蚁借呗还款受到限额限制怎么办	0
106	借呗还款后是否可以恢复额度	借呗还款后额度怎么恢复不了	0
107	花呗不分期是不是叫没有手续费	花呗分期后全部结清有手续费吗	0
108	怎么邀请好友开通借呗	怎么邀请自己开通借呗	0
109	怎么开通，花呗收款	怎么注册可以花呗收钱的	1
110	我的花呗怎么用这用这不让用了	我花呗为什么不能用了	1
111	蚂蚁借呗分期付款能恢复额度吗	如何恢复借呗本身的额度	0
112	蚂蚁花呗还款期数可以更改吗	我之前设置的花呗分期还款现在可以更改吗	1
113	分期后花呗有多少额度	花呗可用额度	0
114	花呗里边的钱怎么办	退到花呗额度怎么办	0
115	花呗系统繁忙 是什么意思	点进花呗为什么是系统繁忙	1
116	支付宝如何用花呗预定酒店	我用花呗付酒店押金	0
117	信用卡和花呗支付是会	花呗和信用卡支付，也需要付款方复核	0
118	花呗交的电费为什么没有到账	我用花呗交电费，显示缴费成功，但没有到账，怎么回事	1
119	为什么借呗能开通花呗用不了	符合条件却不能开通花呗 借呗	0
120	我借呗能不能开通	如何开启借呗	1
121	不小心开通了花呗便利店周卡 如何取消	花呗分期 如何取消订单	0
122	花呗临时额度还了	临时花呗额度到期自动取消吗	0
123	蚂蚁花呗一天有使用次数限制吗	使用花呗付款功能每天有金额限制吗	0
124	花呗自动还款需要手续费ma	花呗自动还款还要收手续费吗	1
125	余额无法还花呗。绑定不了银行卡，如果还款	我的银行卡为什么不能还款给花呗	0
126	花呗可以买电动车吗	淘宝可以看花呗额度吗	0
127	借呗的自动还款怎样取消	借呗哪里取消自动还款	0
128	余额宝还借呗是还先存的还是还后存的	余额宝放三万，存半年，借呗会出吗	0
129	蚂蚁借呗，我的还款日不是今天	借呗还款日是怎嚒算	0
130	可以恢复删除的花呗账单吗	花呗咋删除	0
131	我是不是还是应该通过花呗还，也不能通过个人还吧	我花呗逾期了。不是故意逾期的	0
132	我点开看了花呗下月应还显示是***	花呗为什么显示下月还钱为零	0
133	花呗退款后为什么确认收货还是原来的价钱	退款花呗后为什么金额还是不变	1
134	借呗怎么操作主动还款	借呗还款怎么只有六个月的	0
135	借呗这次出现点我提额度永久的吗	怎么我的借呗没有额度了	0
136	花呗怎么不能用话费扣款	为什么花呗线下不能付款	0
137	同一张身份证两个支付宝账号都会有花呗吗	一个手机绑定多个账号的同时可以有多个花呗和借呗吗	0
138	我的花呗能重新评估吗	我想花呗升个几万	0
139	为什么我提前还不了花呗	为什么我现在花呗额度是负的，我想一次性还完却还不了	0
140	现在花呗不能用了是吧	麻烦不小，借呗搞得心情不好，现在花呗又不能支付	0
141	为什么我账户用不了花呗	要了我这个花呗，用不了什么情况，都差不多半年了	1
142	借呗提前还可以吗	如何提前还每个月借呗的钱	0
143	所以我今天用的花呗 就是下个月再还了	花呗是这个月花钱，下个月还款吗	1
144	花呗最后还款期能修改吗	我的花呗还款后可以恢复吗	0
145	花呗被冻结怎么恢复	花呗被封了怎么解除	1
146	蚂蚁借呗原来可以分***个月，现在怎么只有***个月	借呗可以***个月之内一次还清么	0
147	我换银行卡了，蚂蚁借呗额度就没有了，什么时候能恢复呀	借呗额度没到银行卡	0
148	借呗周期怎么改	怎么修改借呗还款日期	0
149	***元花呗立减	蚂蚁花呗首付立减	0
150	本月***号在蚂蚁借呗借款，分期还款什么时候还第一期	借呗今天借 什么时候是还款日	0
151	花呗咋不支持用	花呗支持那些加油站点	0
152	我有不良记录吗？为什么借呗关闭了	没有借过借呗，为什么给我关闭	0
153	我不想用不用的用花呗的	就是我这个支付宝不想用花呗，想用另一个支付开通花呗为什么不行	0
154	电脑能开通花呗吗	花呗电脑怎么开通	0
155	为什么我的花呗不能分期还款	为什么我的产品有的上面有花呗分期，有的没有	0
156	在蚂蚁借呗上借款一万能分期还款吗	蚂蚁借呗到期可以分期还吗	0
157	花呗 临时额度可以分期吗	花呗的临时额度分期付款了，临时额度到期了，还可以继续分期付款吗	1
158	花呗分期提前还款收费用吗	花呗我分期付款的，我想提前还款，但是没有	0
159	为什么不可以借呗	蚂蚁花呗为什么不能线下支付	0
160	淘宝怎怎么用不了花呗购物了	淘宝买东西不能用花呗是吗	1
161	花呗分期了以后带道第二个月最低还款还可以分期吗	花呗分期能最低还款嘛	0
162	花呗帮还对以后提额有影响吗	花呗晚还一天，对信誉有影响不	0
163	花呗能换支付宝吗	花呗能满足我此次付款吗	0
164	蚂蚁借呗还款能分期吗	蚂蚁借呗按日借款了之后到期可以分期还款吗	0
165	收钱码能收花呗的吗	怎么我的花呗收款码只能收***	0
166	为什么花呗支付游戏充值两三次之后就不能再用了	为什么最近我有一些游戏充值用不了花呗了	0
167	不过我半年前有逾期花呗还款 好像逾期几天 但是不至于到现在还不给我恢复把 都已经三四个月了	我的花呗逾期了一个月，还了之后不能用了，要怎么样才能用	0
168	花呗只能在淘宝买东西嘛	花呗只能用在绑定的淘宝号吗	0
169	蚂蚁借呗的钱可以分期还嘛，大额的那种	借呗可以提前还分期付款吗	0
170	以前的号码不用了？换了支付宝但是花呗还是之前的号码怎么办	我的花呗在以前的号码开通了。我现在换了新号码。以前的号码没有了。我用不了花呗是怎么回事	0
171	借呗能提前还清吗	借呗没有到时间不能还分期吗	0
172	花呗能邦定银行卡吗	花呗的钱只能绑定银行卡才能用吗	0
173	把借呗钱放余额宝可以吧	是不是余额宝里不存钱就不会有借呗	0
174	蚂蚁花呗可以支持交电费吗	现在交电费能用花呗吗	1
175	花呗能不能推迟几天还款呀	花呗忘记还款	0
176	我在淘宝上买个东西，用花呗买了，但是手机上面显示签收了，但是我没有收到货物，钱划了	我这是订了什么单，货没收到钱花呗显示扣***元	1
177	我用蚂蚁花呗支付了共享单车押金，为什么押金没有显示	为什么用花呗付款时，出示分期付款	0
178	还没还清花呗分期还可以申请花呗分期还款吗	这期花呗没还，买东西能做分期吗	1
179	花呗分期后没还清可以再次分期吗	花呗分期后下月还能分吗	1
180	花呗不可以住酒店	花贝怎么住酒店	0
181	花呗切换手机号	我花呗里面的手机号	0
182	为什么我借呗不能用	借呗为什么没有	0
183	我的花呗逾期了对酒	花呗逾期两个月了	1
184	借呗授权被我不小心删除了	怎么解除借呗授权	0
185	比如我已经分了***期，我早还晚还每个还的数额还是一样的	比如我下个月要还***，我选择账单分期，利息是多少	0
186	我的花呗怎么暂停使用了	我的花呗出了什么问题 怎么用不了	0
187	蚂蚁借呗到了还款日我自己可以还钱	借呗还款日可以***点之前还款吗	0
188	我是商家，开通了花呗，为什么付款人扫码后不能用花呗	为什么开通了花呗，商家也支持，我的确不显示，不能用花呗	0
189	我刚刚开通花呗 他说我有***快 我以为我借了***块钱	开通花呗之后还清钱，可以取消吗	0
190	借呗提现可以放款到其他银行卡吗	借呗提现银行	0
191	借呗怎么才能用	借呗现在怎么才能开通	1
192	这笔退款显示退回花呗了，怎么还要还款	已经退款了，为什么蚂蚁花呗显示还有账单要还	1
193	我绑支付宝的银行卡坏了，在借呗上还有借款没还清，去银行换了新卡，旧卡报废了，怎么办？怎么还款	支付宝上的借呗怎么去查看	0
194	为什么我淘宝付款用不了花呗和余额宝，只能用银行卡	淘宝支付宝支付不了，花呗也支付不了，只能用银行卡支付，这是什么情况	1
195	为什么我的花呗之前是***万的额度 现在变***了	花呗为什么降余额了	1
196	蚂蚁借呗昨晚借的钱怎么到现在都没有到账	借呗还款了怎么没到账	0
197	现在帮我查询一下借呗还款账单	我想查询我的借呗帐单	0
198	借呗还款提示银行系统繁忙	花呗还款银行系统维护	0
199	蚂蚁花呗最低还款会降低信用	花呗还了最低消费会不会造成信用下降	1
200	怎么让人代付花呗	代付可以使用蚂蚁花呗么	0
201	花呗支付后会有短信提醒么	花呗有消费短信提醒么	1
202	花呗临时额度过期，是否马上还款	花呗还款是否包含当天	0
203	银行卡的钱也少了，怎么花呗也让我还钱	我***月***日交了***元，和***元话费花呗让我还了***元。可我网银卡上怎么少了***元钱	0
204	蚂蚁借呗双十一借呗免息	十月一放假，蚂蚁借呗正常使用不	0
205	花呗可以在第二个手机号使用不	花呗不可以换吗	0
206	能不能看下我什么时候可以开通花呗	我什么时候余额宝能用	0
207	花呗为什么不支持电费支付了	花呗付款为什么不不支持	0
208	用多久花呗才能开蚂蚁借呗	使用多久花呗才有临时额度产生	0
209	借呗如何升级为网商贷	如何将网商贷皇城换成借呗	0
210	我开通不了花呗 是不是淘宝冻结有关嘛	显示不符合花呗开通条件	0
211	花呗被冻结了怎么回事	花呗被冻结了，要多久恢复正常使用	0
212	退货了为什么还要还花呗	花呗支付的 现在退货了 点了确认收货 为什么还要还花呗	1
213	我想买个浴缸，花呗额度不够怎么办	我想用花呗买电视，额度差***元怎么办	0
214	我的收款码别人只能花呗付***	我的收钱码为啥不能收花呗额	0
215	为什么我没有蚂蚁花呗 而是网商贷？是同一个意思么	为什么有的人的是蚂蚁借呗有的人是网商贷	0
216	借呗，不够用，如何在提额	我想提高借呗额度如何提高	1
217	新开通的支付宝，怎么没有花呗	我的支付里没有花呗呀	1
218	借呗系统关了 怎么开	借呗开通过，现在取消了，怎么恢复	0
219	蚁借借呗消费记录	蚂蚁借呗的记录你可以帮忙消除吗	0
220	网商贷如何变为借呗	怎么网商贷转为蚂蚁借呗	1
221	我不知道怎么开通了花呗，该怎么取消	蚂蚁花呗，我不知道是什么时候把它开通了，我不想用了怎么能把它关掉吗，不想使用蚂蚁花呗的功能	0
222	电费花呗红包	花呗红包怎抵不了账	0
223	为什么淘宝支付扣的银行卡上的钱，现在花呗还要扣钱	为什么我的花呗显示外币支付	0
224	花。花呗里面的有利息吗	花呗上月款转下月还有利息吗	0
225	花呗分期申请	花呗分期不能用	0
226	花呗积分过期	花呗过期还款	0
227	花呗临时额度任务	怎样临时提示花呗额度	0
228	另外一个蚂蚁花呗，用不了了，怎么办	这个花呗怎么不能用	0
229	蚂蚁借呗里面的钱怎么锁住	蚂蚁借呗怎么在我的列表显示	0
230	花呗可用什么还款	什么是帮还花呗	0
231	解锁双十一花呗额度	花呗不能摇双十一额度	0
232	商家已开通花呗收款，为什么客户支付不了	做为商家怎么样才可以开通蚂蚁花呗二维码支付方式	0
233	但是欠花呗的钱没还上	我已经还了花呗下个月的钱，可还是显示没有还	0
234	借呗的利率跟会员级别有关系吗	花呗和借呗哪个利率低	0
235	我刚才借呗借了钱到现在还没到账	我借呗今天还款，我卡里还没到账怎么办	0
236	借呗借钱可以借***天的么	蚂蚁借呗 可以借***天吗	1
237	要是花呗钱还了，然后有退款应该怎么办	刚用花呗交了费怎么退款	0
238	取消招联金融的借呗	借呗是银行贷款还是消费金融贷款	0
239	咋今天不可以用花呗交电费了	以前一直用花呗交电费	1
240	为什么我的花呗是体验	我的蚂蚁花呗为什么那么少	0
241	花呗逾期后能分期么	花呗逾期后 还能分期吗	1
242	花呗还期怎么找人代付	帮别人代付能使用花呗嘛	0
243	如何才能开通蚂蚁花呗	什么叫开通花呗	0
244	我本来开通了借呗。可以有几万额度的.后来身份证过期了	我身份证过期，更新了怎么借呗还没有额度	0
245	为什么退回的钱被转入花呗里面了	为什么我火车票退款了，花呗账单还是扣款的	0
246	借呗我永远开不了对吧	我的借呗怎么没有了	0
247	暂时冻结花呗，因为没有钱还	到底付了没有，因你花呗为准，还支付宝一种	0
248	查一下我是什么时候用的花呗	什么时候用的花呗明细	1
249	我问的是蚂蚁借呗自动还款，怎么取消	蚂蚁借呗如何取消自动还款设置	1
250	不要申请蚂蚁借呗，我是支付宝转到余额宝	我从余额转入余额宝的钱可以用来还蚂蚁借呗吗	0
251	蚂蚁借呗的钱的用途有要求吗	借呗借款用途受限吗	1
252	在哪里可以找见花呗	花呗提醒我可以提额了，但是找不到在哪提额	0
253	为什么我退款了 花呗金额没改变	为什么我的花呗退款了额度还是没变	1
254	借呗的钱可以多分几十期还款吗	可以还款借呗吗	0
255	系统对借呗评估要多久	系统多久评估一次对蚂蚁借呗的使用权	0
256	为什么我的花呗刷脸说不是本人照片	为什么我信用额度都达到标准。花呗还是显示安全验证不成功。刷脸也说公安照片不清晰。这都是啥	0
257	可否关闭另一个账号的花呗，开通这个账号的花呗	显示另一帐号已开花呗	0
258	花呗这月还还是下月	我这月的花呗六号钱还完了，今天再用是这个月六号还，还是下个月六号还	0
259	借呗为什么不能还***期的	现在借呗不可以分***期还款了	1
260	卖家花呗手续费是多少	卖家花呗收手续费	0
261	我怎么我用不了花呗	不给我处理我发不了花呗	0
262	我就是不想用花呗付钱	我不想用花呗了，怎么退出来	0
263	我的手机号码换了,我的蚂蚁花贝蚂蚁借呗怎么转过来	蚂蚁借呗借的钱，转到挂失卡里了怎么办	0
264	网商贷和借呗是一样的那	借呗与网商贷一样	1
265	蚂蚁借呗是否要停用了	蚂蚁借呗就给关了	0
266	支付宝账号和花呗账号不一致怎么办	登录的就是一样的支付宝账号 ，为什么还让我登录一样的支付宝账号使用花呗	0
267	zara可以用花呗吗	点外卖是否也可以用花呗	0
268	花呗关闭了	a账户花呗关闭了的	1
269	我花呗还款怎么莫名要我多还***多块钱	我花呗还***块***，怎么还	0
270	如何开通蚂蚁花呗商家收款	口碑商家如何开通花呗收款	0
271	这个花呗只能在淘宝上买东西付款吗	我的花呗干嘛只能交费不能买东西吗	0
272	我的花呗额度为什么给我降低了	花呗额度为什么会增高	0
273	花呗分欺时间能不能改	花呗怎么修改分期	0
274	花呗***额度能最高一次能分期多少钱	花呗分期最好可以分期多少	0
275	蚂蚁花呗关闭了为什么不能在另外的帐号开通	我是商家 为什么开通不了花呗	0
276	我手机号码变更了一下现在换成邮箱登录了对借呗有影响吗	我现在是qq邮箱登陆的 我想换成手机号码登陆 然后又要保持我现在的花呗这些 可以吗	0
277	蚂蚁借呗中午***点之后没还上有什么影响	蚂蚁借呗还了钱怎么还显示没有还	0
278	蚂蚁借呗和网商贷冲突么	网商银行和借呗的区别	0
279	蚂蚁花呗账单分期当月用还款吗	我的蚂蚁花呗的分期这个月还了，未	0
280	我花呗绑卡绑不上怎么回事	怎么绑定不了花呗	0
281	我朋友手机丢了，暂时补办不了手机号，支付宝密码忘记了，这样的情况下，花呗里的钱怎么还	花呗还款时间到了，手机里没有钱，会怎么样	0
282	刚刚借呗额度因为什么增加的	影响蚂蚁借呗额度降低的原因	0
283	花呗只能在指定的消费软件上使用吗	花呗的钱只能购物吗	0
284	说蚂蚁借呗操作存在风险	开通借呗提前存在风险	1
285	怎么才能关闭借呗	帮我关闭借呗入口	1
286	蚂蚁借呗显示可借***元，不用也会要利息吗	蚂蚁借呗开通后不用用不用利息	1
287	可以帮我查查为什么我来不了花呗吗	为什么我一直不能开同花呗	0
288	火车票退款后花呗怎么还扣款	我这个车票已退票，退款是***元，为什么花呗还收	0
289	借呗怎么只能分成六个月还款	借呗设置额度，下个月还能设置吗	0
290	信用卡蚂花呗收钱码	信用卡花呗收款码是什么	0
291	如果我现在关闭花呗还收钱吗	可以关闭花呗和信用卡收款吗	0
292	花呗提前接清	怎么操作花呗提前结清	1
293	花呗支付开通不了	借呗开通不了	0
294	有开通蚂蚁花呗的商品为什么付款时提示该商品不支持花呗	花呗不能支付，花呗额度足够，商品显示支持花呗付款	1
295	注意主动申请蚂蚁借呗	蚂蚁借呗怎么主动	0
296	为什么有两笔花呗我连还了两次款	我的花呗上面有借呗的单 我还上了为什么借呗上面还有	0
297	花呗在***月***号当天换算是逾期吗	花呗十号当天还算逾期吗	1
298	开通花呗商户收款	城乡自营客车怎么开通花呗收款	0
299	借呗可以分还款么	花呗可以分几次分	0
300	花呗信用分	花呗分不会长	0
301	不想看见蚂蚁借呗	蚂蚁借呗取消么	0
302	收花呗的额度	在花呗上有额度	0
303	借呗怎么没到期就自动还款	为什么借呗昨天已经是还款日，还未自动扣款	0
304	借呗最迟还款日	借呗还款日最近当天几点还款	0
305	为什么我的花呗一下子降低了那么多	花呗降低了	1
306	我花呗还有***额度 为什么分期不了***商品	淘宝商户的花呗分期，为什么我不能使用	0
307	借蚂蚁借呗钱的人意外死亡，这笔钱谁来还	蚂蚁借呗提前还款，为什么说没有适合的还款路径？我绑定的银行卡里有钱的	0
308	花呗的改不了	花呗从新绑定淘宝怎么改不了	0
309	如何修改花呗的邮箱号码	邮箱登录花呗更改为手机号登录	0
310	问花呗临时额度是否可以分期	用了花呗临时额度，可以分期不	1
311	扫码支付用花呗要密码吗	通过花呗支付需要密码么	1
312	花呗分期能分期多少次	花呗多少以上可以分期	0
313	借呗一千利息多少	借款利息跟蚂蚁借呗一样吗	0
314	身份证已经绑定了一个花呗，但是手机号码不是现在用的，得怎么办	花呗绑定其他手机号码了，怎么办	0
315	花呗现在的还款链接在哪？我怎么找不到	我要花呗的还款链接	1
316	蚂蚁借呗申请表 没有填公积金 没有车 没法提交申请	没有公积金不影响借呗提额吧	0
317	花呗手机租赁发票	花呗租手机是要冻结花呗吗	0
318	支付宝扣了钱的	支付宝我的账单在哪呀	0
319	淘宝账号限制登录，会影响支付宝花呗和借呗吗	两个支付宝账户会影响申请借呗吗	0
320	花呗开了借呗没开	为什么借呗没有额度	0
321	整么借呗会自动取消	怎么不使用借呗自动还款	0
322	有一个花呗的	是这个帐号开通花呗的吗	0
323	花呗被关闭了怎么办	花呗被冻结，要怎么解冻	0
324	蚂蚁借呗可以逾期好久	借呗可以逾期到下个月一起还吗	0
325	绑定的手机短信被锁了 借呗还款需要验证码收不到短信	我想使用蚂蚁借呗 但是我的手机收不到验证码	0
326	为什么我把花呗钱还了怎么还有负面	花呗我已还清，怎么还显示下月要还的钱	0
327	我的借呗不是还款了吗，怎么又有信息说我还欠	蚂蚁借呗还款日现在怎么不提醒了	0
328	花呗抽奖页面在哪里	我花呗抽奖的优惠在哪里	1
